image,total_objects_GT,GAME(L=0),GAME_norm(L=0),GAME(L=1),GAME_norm(L=1),GAME(L=2),GAME_norm(L=2),GAME(L=3),GAME_norm(L=3)
657d1748-839a-4e18-ab64-a6cca9ec2e26.jpg,32,1,0.03125,3,0.09375,9,0.28125,20,0.625
